scenario_id,timestamp_min,oxidation_state,oxidation_rate,internal_temperature,heat_generation,heat_loss,deep_core_temperature,middle_core_temperature,near_surface_temperature
S02,8,0.010188,0.001033,30.7303,0.069323,0.01979,30.7303,30.3412,30.1585
S02,9,0.011213,0.001025,30.7775,0.068215,0.01973,30.7775,30.3677,30.1248
S02,10,0.012242,0.001029,30.8495,0.068971,0.019777,30.8495,30.4085,30.1113
S02,11,0.01328,0.001037,30.9904,0.070172,0.019849,30.9904,30.4067,30.0881
S02,12,0.014334,0.001054,30.9473,0.072633,0.01999,30.9473,30.4399,30.1071
S02,13,0.015381,0.001047,31.016,0.071776,0.019947,31.016,30.4643,30.1034
S02,14,0.016436,0.001055,31.1057,0.072947,0.020016,31.1057,30.4759,30.0922
S02,15,0.017501,0.001065,31.2248,0.07452,0.020106,31.2248,30.5262,30.1168
S02,16,0.018581,0.001079,31.3069,0.076668,0.020225,31.3069,30.5559,30.1215
S02,17,0.01967,0.001089,31.391,0.078147,0.020307,31.391,30.5874,30.1446
S02,18,0.020769,0.001099,31.4398,0.079683,0.020391,31.4398,30.6028,30.1799
S02,19,0.021873,0.001104,31.4295,0.080548,0.02044,31.4295,30.6594,30.1981
S02,20,0.022974,0.001101,31.5466,0.080254,0.020429,31.5466,30.679,30.204
S02,21,0.02409,0.001116,31.5974,0.082474,0.020547,31.5974,30.7395,30.2401
S02,22,0.025211,0.001121,31.6694,0.083394,0.020597,31.6694,30.7961,30.2802
S02,23,0.026341,0.00113,31.8319,0.084752,0.020669,31.8319,30.8176,30.2989
S02,24,0.027491,0.001151,31.9304,0.088001,0.020832,31.9304,30.8869,30.3481
S02,25,0.028654,0.001163,31.9758,0.089968,0.02093,31.9758,30.9218,30.3856
S02,26,0.029822,0.001168,31.9,0.090826,0.020976,31.9,30.9662,30.4533
S02,27,0.030977,0.001156,31.9627,0.089103,0.0209,31.9627,31.0367,30.4546
S02,28,0.03214,0.001163,32.024,0.090321,0.020963,32.024,31.0917,30.5141
S02,29,0.03331,0.00117,32.0369,0.091518,0.021024,32.0369,31.0656,30.5415
S02,30,0.034481,0.00117,32.178,0.091679,0.021037,32.178,31.1117,30.525
S02,31,0.03567,0.001189,32.1904,0.094635,0.021178,32.1904,31.1894,30.537
S02,32,0.036859,0.001189,32.2588,0.094786,0.02119,32.2588,31.1828,30.5492
S02,33,0.038056,0.001197,32.3656,0.096177,0.021259,32.3656,31.2459,30.5531
S02,34,0.039267,0.001211,32.4876,0.098452,0.021366,32.4876,31.35,30.5717
S02,35,0.040494,0.001227,32.5222,0.101115,0.021488,32.5222,31.4586,30.5918
S02,36,0.041725,0.001231,32.5862,0.101778,0.021522,32.5862,31.5803,30.6301
S02,37,0.042963,0.001238,32.6349,0.103134,0.021586,32.6349,31.5843,30.6642
S02,38,0.044207,0.001244,32.7048,0.104134,0.021635,32.7048,31.6328,30.7166
S02,39,0.04546,0.001253,32.7158,0.105649,0.021705,32.7158,31.6503,30.7335
S02,40,0.046712,0.001252,32.7887,0.105758,0.021716,32.7887,31.6727,30.7422
S02,41,0.047974,0.001262,32.8218,0.10736,0.021789,32.8218,31.7389,30.7617
S02,42,0.049239,0.001265,32.9447,0.108004,0.021822,32.9447,31.7426,30.8025
S02,43,0.05052,0.001282,32.9906,0.110862,0.021945,32.9906,31.8287,30.876
S02,44,0.051807,0.001287,33.0633,0.111835,0.021991,33.0633,31.9059,30.9269
S02,45,0.053103,0.001296,33.0745,0.113488,0.022063,33.0745,31.993,30.9787
S02,46,0.054399,0.001296,33.1455,0.113594,0.022075,33.1455,32.079,31.0179
S02,47,0.055704,0.001305,33.1865,0.115217,0.022145,33.1865,32.1033,31.0737
S02,48,0.057013,0.001309,33.3555,0.116084,0.022186,33.3555,32.1521,31.117
S02,49,0.058346,0.001334,33.3785,0.120299,0.022355,33.3785,32.2089,31.1436
S02,50,0.059681,0.001335,33.4056,0.120707,0.022378,33.4056,32.2759,31.2013
S02,51,0.061019,0.001337,33.5184,0.121225,0.022406,33.5184,32.3324,31.2677
S02,52,0.062372,0.001353,33.6166,0.124041,0.022518,33.6166,32.4611,31.2818
S02,53,0.063739,0.001367,33.8571,0.126504,0.022617,33.8571,32.5373,31.3005
S02,54,0.065143,0.001404,33.8991,0.133019,0.022857,33.8991,32.6447,31.3642
S02,55,0.066552,0.001409,34.036,0.133981,0.022899,34.036,32.7442,31.3885
S02,56,0.067982,0.00143,34.1284,0.137711,0.023036,34.1284,32.7558,31.4174
S02,57,0.069425,0.001443,34.2637,0.140184,0.023128,34.2637,32.7878,31.5116
S02,58,0.070888,0.001464,34.4325,0.14399,0.023264,34.4325,32.8502,31.5717
S02,59,0.072379,0.001491,34.5702,0.148912,0.023432,34.5702,32.9475,31.6305
S02,60,0.073892,0.001513,34.6704,0.152963,0.02357,34.6704,33.0486,31.69
S02,61,0.075419,0.001528,34.8109,0.155873,0.02367,34.8109,33.1631,31.7478
S02,62,0.07697,0.00155,34.9805,0.16015,0.023811,34.9805,33.295,31.7778
S02,63,0.078549,0.001579,35.0691,0.165502,0.02398,35.0691,33.4449,31.8672
S02,64,0.080141,0.001592,35.2262,0.168173,0.024069,35.2262,33.5433,31.9422
S02,65,0.08176,0.001619,35.3942,0.173276,0.024226,35.3942,33.6079,32.0018
S02,66,0.083408,0.001648,35.4632,0.178889,0.024394,35.4632,33.7054,32.062
S02,67,0.085065,0.001658,35.6901,0.180977,0.024463,35.6901,33.7609,32.1144
S02,68,0.086765,0.001699,35.8721,0.188993,0.02469,35.8721,33.9076,32.1942
S02,69,0.088497,0.001733,35.976,0.195522,0.024872,35.976,34.0279,32.2491
S02,70,0.090247,0.00175,36.1982,0.199102,0.024976,36.1982,34.1539,32.3161
S02,71,0.09204,0.001792,36.3718,0.207531,0.025198,36.3718,34.2477,32.3941
S02,72,0.093865,0.001825,36.4865,0.214177,0.025372,36.4865,34.3876,32.4493
S02,73,0.09571,0.001845,36.7201,0.21844,0.025486,36.7201,34.5286,32.5607
S02,74,0.097602,0.001892,36.7904,0.227983,0.02572,36.7904,34.7055,32.653
S02,75,0.099505,0.001903,36.9892,0.230437,0.02579,36.9892,34.9088,32.7034
S02,76,0.101448,0.001943,37.1913,0.238763,0.025989,37.1913,35.0831,32.7988
S02,77,0.103432,0.001984,37.3716,0.247469,0.026191,37.3716,35.2399,32.876
S02,78,0.105453,0.002021,37.5606,0.25534,0.026372,37.5606,35.3593,32.984
S02,79,0.107513,0.00206,37.7897,0.263832,0.026561,37.7897,35.5806,33.0918
S02,80,0.109624,0.002111,37.9386,0.274606,0.02679,37.9386,35.7461,33.1629
S02,81,0.111765,0.002141,38.1538,0.281423,0.026939,38.1538,35.8948,33.2367
S02,82,0.113954,0.002189,38.3669,0.291963,0.027154,38.3669,36.0229,33.337
S02,83,0.116191,0.002237,38.611,0.302669,0.027367,38.611,36.1751,33.4705
S02,84,0.118485,0.002294,38.8972,0.315472,0.027611,38.8972,36.3514,33.5933
S02,85,0.12085,0.002365,39.2633,0.331238,0.027897,39.2633,36.5681,33.6763
S02,86,0.12331,0.00246,39.5817,0.352727,0.028263,39.5817,36.7721,33.8039
S02,87,0.125855,0.002544,39.8838,0.372082,0.028582,39.8838,36.961,33.8967
S02,88,0.12848,0.002626,40.1914,0.391102,0.028884,40.1914,37.1198,34.035
S02,89,0.131191,0.002711,40.5093,0.411259,0.029191,40.5093,37.2952,34.155
S02,90,0.133992,0.002801,40.8778,0.432993,0.029509,40.8778,37.4896,34.2792
S02,91,0.136903,0.002911,41.2333,0.459687,0.029878,41.2333,37.7295,34.3995
S02,92,0.139923,0.00302,41.6548,0.486535,0.030233,41.6548,37.9536,34.5105
S02,93,0.14308,0.003157,42.1085,0.520531,0.030655,42.1085,38.1557,34.6657
S02,94,0.146391,0.003311,42.5612,0.559468,0.031108,42.5612,38.4824,34.8128
S02,95,0.149861,0.00347,43.0687,0.600569,0.031561,43.0687,38.7394,34.9606
S02,96,0.153521,0.00366,43.6479,0.650022,0.032069,43.6479,39.0469,35.1204
S02,97,0.157411,0.00389,44.2647,0.71122,0.032648,44.2647,39.3943,35.2546
S02,98,0.161561,0.00415,44.9282,0.781819,0.033265,44.9282,39.7449,35.3962
S02,99,0.16601,0.004448,45.678,0.864572,0.033928,45.678,40.147,35.5646
S02,100,0.170822,0.004812,46.4943,0.967764,0.034678,46.4943,40.5617,35.7168
S02,101,0.176062,0.00524,47.4289,1.092332,0.035494,47.4289,41.0057,35.8865
S02,102,0.18184,0.005778,48.5366,1.25298,0.036429,48.5366,41.4555,36.1127
S02,103,0.18833,0.00649,49.7566,1.472022,0.037537,49.7566,41.9373,36.3101
S02,104,0.195694,0.007365,51.3166,1.751364,0.038757,51.3166,42.5166,36.5358
S02,105,0.204364,0.008669,53.3163,2.183378,0.040317,53.3163,43.1847,36.7429
S02,106,0.215052,0.010688,55.8017,2.884119,0.042316,55.8017,43.9256,36.9838
S02,107,0.228866,0.013814,59.3725,4.036641,0.044802,59.3725,44.8839,37.2477
S02,108,0.248803,0.019938,65.2046,6.466804,0.048373,65.2046,46.1376,37.5594
S02,109,0.284802,0.035999,77.339,13.565913,0.054205,77.339,48.0483,37.9096
S02,110,0.421605,0.136803,137.1474,66.493437,0.066339,137.1474,53.4025,38.4778
S02,111,1.0,10.279017,200.0,10529.068208,0.126147,200.0,62.1989,39.3292
S02,112,1.0,10.279017,200.0,16343.63762,0.189,200.0,70.4839,40.4222
S02,113,1.0,10.279017,200.0,16343.63762,0.189,200.0,78.2104,41.7447
S02,114,1.0,10.279017,200.0,16343.63762,0.189,200.0,85.5336,43.3247
S02,115,1.0,10.279017,200.0,16343.63762,0.189,200.0,92.4291,45.0636
S02,116,1.0,10.279017,200.0,16343.63762,0.189,200.0,98.9046,46.9417
S02,117,1.0,10.279017,200.0,16343.63762,0.189,200.0,104.995,48.9624
S02,118,1.0,10.279017,200.0,16343.63762,0.189,200.0,110.718,51.1497
S02,119,1.0,10.279017,200.0,16343.63762,0.189,200.0,116.0949,53.3944
S02,120,1.0,10.279017,200.0,16343.63762,0.189,200.0,121.1426,55.7487
S03,0,0.003267,0.002267,31.6876,0.146244,0.0181,31.6876,31.2323,31.0629
S03,1,0.005581,0.002314,31.8658,0.153165,0.018288,31.8658,31.2951,31.0826
S03,2,0.00794,0.002359,31.9742,0.159918,0.018466,31.9742,31.3052,31.0979
S03,3,0.010325,0.002384,32.0794,0.163971,0.018574,32.0794,31.3765,31.1119
S03,4,0.012734,0.002409,32.1765,0.167956,0.018679,32.1765,31.4325,31.1373
S03,5,0.015166,0.002432,32.323,0.171649,0.018777,32.323,31.4625,31.1539
S03,6,0.017634,0.002469,32.4836,0.177526,0.018923,32.4836,31.5485,31.1822
S03,7,0.020145,0.002511,32.5867,0.184162,0.019084,32.5867,31.5959,31.2088
S03,8,0.022681,0.002535,32.6541,0.188336,0.019187,32.6541,31.6827,31.2086
S03,9,0.02523,0.002549,32.7875,0.190915,0.019254,32.7875,31.7923,31.2277
S03,10,0.027814,0.002584,32.9319,0.196584,0.019388,32.9319,31.8691,31.2483
S03,11,0.030435,0.002622,33.0656,0.202882,0.019532,33.0656,31.9484,31.3155
S03,12,0.033092,0.002657,33.2818,0.208784,0.019666,33.2818,32.0415,31.3461
S03,13,0.03581,0.002719,33.5008,0.218945,0.019882,33.5008,32.1478,31.357
S03,14,0.038593,0.002783,33.7147,0.229591,0.020101,33.7147,32.2434,31.4224
S03,15,0.041439,0.002846,33.9022,0.24031,0.020315,33.9022,32.3805,31.4328
S03,16,0.044341,0.002902,34.1243,0.249881,0.020502,34.1243,32.4637,31.4513
S03,17,0.047311,0.00297,34.3804,0.261711,0.020724,34.3804,32.5492,31.487
S03,18,0.050363,0.003052,34.5748,0.275983,0.02098,34.5748,32.6827,31.5344
S03,19,0.053476,0.003113,34.7058,0.286921,0.021175,34.7058,32.8251,31.5674
S03,20,0.056626,0.00315,35.0516,0.294083,0.021306,35.0516,32.9852,31.6361
S03,21,0.059897,0.003271,35.1985,0.315545,0.021652,35.1985,33.1706,31.6912
S03,22,0.063213,0.003316,35.4057,0.324228,0.021799,35.4057,33.3147,31.774
S03,23,0.066598,0.003385,35.6123,0.337299,0.022006,35.6123,33.4846,31.828
S03,24,0.070052,0.003455,35.8814,0.350675,0.022212,35.8814,33.6167,31.8748
S03,25,0.073604,0.003552,36.2043,0.369129,0.022481,36.2043,33.78,31.9623
S03,26,0.077278,0.003674,36.6067,0.392556,0.022804,36.6067,33.9408,32.0531
S03,27,0.081115,0.003837,36.9115,0.42378,0.023207,36.9115,34.1383,32.105
S03,28,0.085073,0.003958,37.2671,0.448047,0.023511,37.2671,34.3443,32.1693
S03,29,0.089179,0.004107,37.7006,0.478054,0.023867,37.7006,34.5036,32.2375
S03,30,0.093479,0.0043,38.1711,0.517309,0.024301,38.1711,34.768,32.3039
S03,31,0.097999,0.00452,38.7327,0.562922,0.024771,38.7327,35.0139,32.4429
S03,32,0.1028,0.004801,39.2557,0.622196,0.025333,39.2557,35.254,32.5478
S03,33,0.107873,0.005073,39.7936,0.681269,0.025856,39.7936,35.5303,32.6512
S03,34,0.113239,0.005365,40.5065,0.746559,0.026394,40.5065,35.8391,32.7386
S03,35,0.119029,0.005791,41.1775,0.84292,0.027107,41.1775,36.1317,32.8174
S03,36,0.125241,0.006212,41.8961,0.941702,0.027778,41.8961,36.5395,32.9316
S03,37,0.131935,0.006693,42.8857,1.057981,0.028496,42.8857,36.8989,33.0628
S03,38,0.139374,0.00744,43.8942,1.242207,0.029486,43.8942,37.3559,33.2055
S03,39,0.147644,0.00827,45.259,1.455854,0.030494,45.259,37.8098,33.392
S03,40,0.157212,0.009568,46.9253,1.801874,0.031859,46.9253,38.3129,33.5733
S03,41,0.168639,0.011428,48.9363,2.323603,0.033525,48.9363,38.9165,33.7628
S03,42,0.182771,0.014132,51.7607,3.129141,0.035536,51.7607,39.7271,33.965
S03,43,0.201828,0.019057,56.0089,4.704199,0.038361,56.0089,40.7207,34.2013
S03,44,0.231631,0.029803,63.5708,8.49624,0.042609,63.5708,42.093,34.5468
S03,45,0.296736,0.065105,84.1714,22.990876,0.050171,84.1714,44.6126,34.8814
S03,46,0.917891,0.621155,200.0,334.518775,0.070771,200.0,53.9892,35.5766
S03,47,1.0,20.558035,200.0,32502.252927,0.1866,200.0,62.7475,36.5606
S03,48,1.0,20.558035,200.0,32502.252927,0.1866,200.0,71.0285,37.7963
S03,49,1.0,20.558035,200.0,32502.252927,0.1866,200.0,78.7946,39.2097
S03,50,1.0,20.558035,200.0,32502.252927,0.1866,200.0,86.0253,40.8262
S03,51,1.0,20.558035,200.0,32502.252927,0.1866,200.0,92.8601,42.6816
S03,52,1.0,20.558035,200.0,32502.252927,0.1866,200.0,99.2627,44.6752
S03,53,1.0,20.558035,200.0,32502.252927,0.1866,200.0,105.3091,46.8049
S03,54,1.0,20.558035,200.0,32502.252927,0.1866,200.0,110.9696,49.0453
S03,55,1.0,20.558035,200.0,32502.252927,0.1866,200.0,116.2996,51.394
S03,56,1.0,20.558035,200.0,32502.252927,0.1866,200.0,121.3336,53.8352
S03,57,1.0,20.558035,200.0,32502.252927,0.1866,200.0,126.0528,56.3363
S03,58,1.0,20.558035,200.0,32502.252927,0.1866,200.0,130.463,58.9915
S03,59,1.0,20.558035,200.0,32502.252927,0.1866,200.0,134.6262,61.6553
S03,60,1.0,20.558035,200.0,32502.252927,0.1866,200.0,138.5936,64.354
S03,61,1.0,20.558035,200.0,32502.252927,0.1866,200.0,142.2987,67.0836
S03,62,1.0,20.558035,200.0,32502.252927,0.1866,200.0,145.7612,69.7858
S03,63,1.0,20.558035,200.0,32502.252927,0.1866,200.0,149.056,72.5636
S03,64,1.0,20.558035,200.0,32502.252927,0.1866,200.0,152.0862,75.3296
S03,65,1.0,20.558035,200.0,32502.252927,0.1866,200.0,154.919,78.0696
S03,66,1.0,20.558035,200.0,32502.252927,0.1866,200.0,157.6731,80.8428
S03,67,1.0,20.558035,200.0,32502.252927,0.1866,200.0,160.1754,83.6261
S03,68,1.0,20.558035,200.0,32502.252927,0.1866,200.0,162.5918,86.3907
S03,69,1.0,20.558035,200.0,32502.252927,0.1866,200.0,164.8523,89.1696
S03,70,1.0,20.558035,200.0,32502.252927,0.1866,200.0,166.9595,91.8922
S03,71,1.0,20.558035,200.0,32502.252927,0.1866,200.0,168.979,94.6157
S03,72,1.0,20.558035,200.0,32502.252927,0.1866,200.0,170.876,97.2805
S03,73,1.0,20.558035,200.0,32502.252927,0.1866,200.0,172.6368,99.9369
S03,74,1.0,20.558035,200.0,32502.252927,0.1866,200.0,174.2379,102.5419
S03,75,1.0,20.558035,200.0,32502.252927,0.1866,200.0,175.8053,105.1215
S03,76,1.0,20.558035,200.0,32502.252927,0.1866,200.0,177.2781,107.6301
S03,77,1.0,20.558035,200.0,32502.252927,0.1866,200.0,178.5941,110.1124
S03,78,1.0,20.558035,200.0,32502.252927,0.1866,200.0,179.8795,112.5748
S03,79,1.0,20.558035,200.0,32502.252927,0.1866,200.0,180.999,114.9967
