scenario_id,timestamp_min,image_path,surface_temperature_mean,surface_temperature_max,hotspot_area,hotspot_x,hotspot_y,hotspot_present
S01,31,data/thermal/S01/t031.png,30.01,31.66,0,,,0
S01,32,data/thermal/S01/t032.png,30.01,31.42,0,,,0
S01,33,data/thermal/S01/t033.png,30.0,31.53,0,,,0
S01,34,data/thermal/S01/t034.png,30.0,31.29,0,,,0
S01,35,data/thermal/S01/t035.png,30.0,31.37,0,,,0
S01,36,data/thermal/S01/t036.png,30.0,31.23,0,,,0
S01,37,data/thermal/S01/t037.png,29.99,31.41,0,,,0
S01,38,data/thermal/S01/t038.png,30.01,31.47,0,,,0
S01,39,data/thermal/S01/t039.png,29.99,31.26,0,,,0
S01,40,data/thermal/S01/t040.png,30.02,31.34,0,,,0
S01,41,data/thermal/S01/t041.png,30.0,31.2,0,,,0
S01,42,data/thermal/S01/t042.png,30.0,31.42,0,,,0
S01,43,data/thermal/S01/t043.png,30.01,31.59,0,,,0
S01,44,data/thermal/S01/t044.png,30.0,31.38,0,,,0
S01,45,data/thermal/S01/t045.png,29.99,31.49,0,,,0
S01,46,data/thermal/S01/t046.png,30.0,31.45,0,,,0
S01,47,data/thermal/S01/t047.png,29.99,31.23,0,,,0
S01,48,data/thermal/S01/t048.png,30.0,31.6,0,,,0
S01,49,data/thermal/S01/t049.png,29.99,31.36,0,,,0
S01,50,data/thermal/S01/t050.png,30.02,31.3,0,,,0
S01,51,data/thermal/S01/t051.png,30.0,31.22,0,,,0
S01,52,data/thermal/S01/t052.png,29.99,31.42,0,,,0
S01,53,data/thermal/S01/t053.png,30.0,31.62,0,,,0
S01,54,data/thermal/S01/t054.png,29.99,31.6,0,,,0
S01,55,data/thermal/S01/t055.png,29.98,31.3,0,,,0
S01,56,data/thermal/S01/t056.png,30.0,31.3,0,,,0
S01,57,data/thermal/S01/t057.png,30.01,31.73,0,,,0
S01,58,data/thermal/S01/t058.png,30.0,31.55,0,,,0
S01,59,data/thermal/S01/t059.png,30.01,31.4,0,,,0
S01,60,data/thermal/S01/t060.png,29.99,31.38,0,,,0
S01,61,data/thermal/S01/t061.png,30.01,31.47,0,,,0
S01,62,data/thermal/S01/t062.png,30.01,31.13,0,,,0
S01,63,data/thermal/S01/t063.png,30.0,31.31,0,,,0
S01,64,data/thermal/S01/t064.png,30.0,31.34,0,,,0
S01,65,data/thermal/S01/t065.png,30.0,31.23,0,,,0
S01,66,data/thermal/S01/t066.png,30.0,31.31,0,,,0
S01,67,data/thermal/S01/t067.png,30.0,31.22,0,,,0
S01,68,data/thermal/S01/t068.png,30.0,31.53,0,,,0
S01,69,data/thermal/S01/t069.png,30.02,31.55,0,,,0
S01,70,data/thermal/S01/t070.png,30.0,31.31,0,,,0
S01,71,data/thermal/S01/t071.png,30.02,31.7,0,,,0
S01,72,data/thermal/S01/t072.png,30.0,31.33,0,,,0
S01,73,data/thermal/S01/t073.png,30.0,31.28,0,,,0
S01,74,data/thermal/S01/t074.png,29.99,31.28,0,,,0
S01,75,data/thermal/S01/t075.png,29.99,31.37,0,,,0
S01,76,data/thermal/S01/t076.png,30.0,31.69,0,,,0
S01,77,data/thermal/S01/t077.png,30.0,31.38,0,,,0
S01,78,data/thermal/S01/t078.png,30.0,31.32,0,,,0
S01,79,data/thermal/S01/t079.png,30.0,31.39,0,,,0
S01,80,data/thermal/S01/t080.png,29.98,31.47,0,,,0
S01,81,data/thermal/S01/t081.png,29.99,31.35,0,,,0
S01,82,data/thermal/S01/t082.png,30.0,31.56,0,,,0
S01,83,data/thermal/S01/t083.png,29.99,31.6,0,,,0
S01,84,data/thermal/S01/t084.png,29.99,31.46,0,,,0
S01,85,data/thermal/S01/t085.png,30.01,31.5,0,,,0
S01,86,data/thermal/S01/t086.png,30.01,31.37,0,,,0
S01,87,data/thermal/S01/t087.png,30.01,31.52,0,,,0
S01,88,MISSING,30.0,31.22,0,,,0
S01,89,data/thermal/S01/t089.png,30.01,31.36,0,,,0
S01,90,data/thermal/S01/t090.png,29.99,31.26,0,,,0
S01,91,data/thermal/S01/t091.png,30.0,31.3,0,,,0
S01,92,data/thermal/S01/t092.png,30.0,31.51,0,,,0
S01,93,data/thermal/S01/t093.png,29.99,31.19,0,,,0
S01,94,data/thermal/S01/t094.png,30.01,31.38,0,,,0
S01,95,data/thermal/S01/t095.png,30.01,31.33,0,,,0
S01,96,data/thermal/S01/t096.png,29.99,31.26,0,,,0
S01,97,data/thermal/S01/t097.png,29.99,31.3,0,,,0
S01,98,data/thermal/S01/t098.png,30.0,31.31,0,,,0
S01,99,data/thermal/S01/t099.png,30.0,31.27,0,,,0
S01,100,data/thermal/S01/t100.png,30.0,31.57,0,,,0
S01,101,data/thermal/S01/t101.png,30.0,31.61,0,,,0
S01,102,data/thermal/S01/t102.png,30.0,31.38,0,,,0
S01,103,data/thermal/S01/t103.png,30.0,31.46,0,,,0
S01,104,data/thermal/S01/t104.png,30.0,31.43,0,,,0
S01,105,data/thermal/S01/t105.png,30.02,31.55,0,,,0
S01,106,data/thermal/S01/t106.png,30.01,31.62,0,,,0
S01,107,data/thermal/S01/t107.png,30.02,31.52,0,,,0
S01,108,data/thermal/S01/t108.png,30.0,31.29,0,,,0
S01,109,data/thermal/S01/t109.png,30.0,31.3,0,,,0
S01,110,data/thermal/S01/t110.png,30.01,31.28,0,,,0
S01,111,data/thermal/S01/t111.png,30.02,31.73,0,,,0
S01,112,data/thermal/S01/t112.png,30.0,31.38,0,,,0
S01,113,data/thermal/S01/t113.png,29.98,31.28,0,,,0
S01,114,data/thermal/S01/t114.png,29.99,31.57,0,,,0
S01,115,data/thermal/S01/t115.png,30.0,31.4,0,,,0
S01,116,data/thermal/S01/t116.png,30.02,31.27,0,,,0
S01,117,data/thermal/S01/t117.png,30.0,31.44,0,,,0
S01,118,data/thermal/S01/t118.png,30.01,31.44,0,,,0
S01,119,data/thermal/S01/t119.png,30.0,31.27,0,,,0
S01,120,data/thermal/S01/t120.png,30.0,31.61,0,,,0
S02,0,data/thermal/S02/t000.png,30.0,31.41,0,,,0
S02,1,data/thermal/S02/t001.png,30.02,31.58,0,,,0
S02,2,data/thermal/S02/t002.png,30.0,31.52,0,,,0
S02,3,data/thermal/S02/t003.png,30.01,31.26,0,,,0
S02,4,data/thermal/S02/t004.png,30.0,31.53,0,,,0
S02,5,data/thermal/S02/t005.png,30.03,31.39,0,,,0
S02,6,data/thermal/S02/t006.png,29.98,31.25,0,,,0
S02,7,data/thermal/S02/t007.png,30.0,31.3,0,,,0
S02,8,data/thermal/S02/t008.png,30.02,31.3,0,,,0
S02,9,data/thermal/S02/t009.png,30.01,31.26,0,,,0
S02,10,data/thermal/S02/t010.png,30.0,31.66,0,,,0
S02,11,data/thermal/S02/t011.png,30.01,31.29,0,,,0
S02,12,data/thermal/S02/t012.png,30.0,31.72,0,,,0
S02,13,data/thermal/S02/t013.png,30.0,31.46,0,,,0
S02,14,data/thermal/S02/t014.png,30.0,31.46,0,,,0
S02,15,data/thermal/S02/t015.png,30.01,31.26,0,,,0
S02,16,data/thermal/S02/t016.png,30.01,31.5,0,,,0
S02,17,data/thermal/S02/t017.png,30.01,31.63,0,,,0
S02,18,data/thermal/S02/t018.png,30.0,31.39,0,,,0
S02,19,data/thermal/S02/t019.png,30.01,31.31,0,,,0
S02,20,data/thermal/S02/t020.png,30.02,31.32,0,,,0
S02,21,data/thermal/S02/t021.png,30.01,31.4,0,,,0
S02,22,data/thermal/S02/t022.png,30.0,31.34,0,,,0
S02,23,data/thermal/S02/t023.png,30.01,31.48,0,,,0
S02,24,data/thermal/S02/t024.png,30.0,31.26,0,,,0
S02,25,data/thermal/S02/t025.png,30.01,31.67,0,,,0
S02,26,data/thermal/S02/t026.png,30.02,31.34,0,,,0
S02,27,data/thermal/S02/t027.png,30.03,31.44,0,,,0
S02,28,data/thermal/S02/t028.png,30.01,31.58,0,,,0
S02,29,data/thermal/S02/t029.png,30.0,31.27,0,,,0
S02,30,data/thermal/S02/t030.png,30.02,31.38,0,,,0
S02,31,data/thermal/S02/t031.png,30.01,31.26,0,,,0
S02,32,data/thermal/S02/t032.png,30.02,31.36,0,,,0
S02,33,data/thermal/S02/t033.png,30.02,31.22,0,,,0
S02,34,data/thermal/S02/t034.png,30.0,31.37,0,,,0
S02,35,data/thermal/S02/t035.png,30.01,31.44,0,,,0
S02,36,data/thermal/S02/t036.png,30.01,31.44,0,,,0
S02,37,data/thermal/S02/t037.png,30.0,31.28,0,,,0
S02,38,data/thermal/S02/t038.png,30.03,31.55,0,,,0
S02,39,data/thermal/S02/t039.png,30.02,31.32,0,,,0
S02,40,data/thermal/S02/t040.png,30.01,31.5,0,,,0
S02,41,data/thermal/S02/t041.png,30.01,31.48,0,,,0
S02,42,data/thermal/S02/t042.png,30.03,31.77,0,,,0
S02,43,data/thermal/S02/t043.png,30.02,31.66,0,,,0
S02,44,data/thermal/S02/t044.png,30.02,31.3,0,,,0
S02,45,data/thermal/S02/t045.png,30.04,31.52,0,,,0
S02,46,data/thermal/S02/t046.png,30.02,31.42,0,,,0
S02,47,data/thermal/S02/t047.png,30.04,31.5,0,,,0
S02,48,data/thermal/S02/t048.png,30.01,31.68,0,,,0
S02,49,data/thermal/S02/t049.png,30.04,31.72,0,,,0
S02,50,data/thermal/S02/t050.png,30.04,31.56,0,,,0
S02,51,data/thermal/S02/t051.png,30.04,31.5,0,,,0
S02,52,data/thermal/S02/t052.png,30.06,31.49,0,,,0
S02,53,data/thermal/S02/t053.png,30.03,31.6,0,,,0
S02,54,data/thermal/S02/t054.png,30.03,31.65,0,,,0
S02,55,data/thermal/S02/t055.png,30.05,31.41,0,,,0
S02,56,MISSING,30.04,31.59,0,,,0
S02,57,data/thermal/S02/t057.png,30.06,31.92,0,,,0
S02,58,data/thermal/S02/t058.png,30.07,31.7,0,,,0
S02,59,data/thermal/S02/t059.png,30.06,31.69,0,,,0
S02,60,data/thermal/S02/t060.png,30.06,31.82,0,,,0
S02,61,data/thermal/S02/t061.png,30.05,31.94,0,,,0
S02,62,data/thermal/S02/t062.png,30.06,32.01,1,22.0,25.0,1
S02,63,data/thermal/S02/t063.png,30.07,31.83,0,,,0
S02,64,data/thermal/S02/t064.png,30.06,31.77,0,,,0
S02,65,data/thermal/S02/t065.png,30.08,31.89,0,,,0
S02,66,data/thermal/S02/t066.png,30.06,32.12,2,25.5,26.5,1
S02,67,data/thermal/S02/t067.png,30.07,31.92,0,,,0
S02,68,data/thermal/S02/t068.png,30.08,32.24,1,24.0,26.0,1
S02,69,data/thermal/S02/t069.png,30.08,32.13,2,23.0,24.5,1
S02,70,data/thermal/S02/t070.png,30.07,32.47,4,23.75,26.75,1
S02,71,data/thermal/S02/t071.png,30.08,32.55,2,25.0,26.5,1
S02,72,data/thermal/S02/t072.png,30.09,32.2,6,24.17,26.0,1
S02,73,data/thermal/S02/t073.png,30.09,32.29,7,23.71,27.0,1
S02,74,data/thermal/S02/t074.png,30.1,32.93,9,24.67,26.22,1
S02,75,data/thermal/S02/t075.png,30.11,32.79,7,23.57,26.0,1
S02,76,data/thermal/S02/t076.png,30.09,32.55,11,23.55,26.73,1
S02,77,data/thermal/S02/t077.png,30.11,32.82,15,24.2,26.33,1
S02,78,data/thermal/S02/t078.png,30.13,33.19,17,23.24,25.59,1
S02,79,data/thermal/S02/t079.png,30.11,32.84,19,24.26,26.05,1
S02,80,data/thermal/S02/t080.png,30.12,33.06,19,23.84,27.05,1
S02,81,data/thermal/S02/t081.png,30.11,32.99,23,23.87,25.17,1
S02,82,data/thermal/S02/t082.png,30.12,33.0,30,23.83,25.63,1
S02,83,data/thermal/S02/t083.png,30.13,33.13,27,24.56,25.89,1
S02,84,data/thermal/S02/t084.png,30.14,33.66,43,24.12,26.35,1
S02,85,data/thermal/S02/t085.png,30.13,32.85,39,23.87,25.74,1
S02,86,data/thermal/S02/t086.png,30.16,33.27,43,24.07,25.84,1
S02,87,data/thermal/S02/t087.png,30.16,34.03,58,24.21,25.93,1
S02,88,data/thermal/S02/t088.png,30.16,33.45,51,24.16,26.14,1
S02,89,data/thermal/S02/t089.png,30.17,34.02,60,23.73,26.12,1
S02,90,data/thermal/S02/t090.png,30.18,33.76,66,24.21,26.41,1
S02,91,data/thermal/S02/t091.png,30.18,33.82,60,23.92,26.05,1
S02,92,data/thermal/S02/t092.png,30.18,33.95,78,23.55,26.31,1
S02,93,data/thermal/S02/t093.png,30.19,33.9,75,23.97,25.59,1
S02,94,data/thermal/S02/t094.png,30.2,33.75,81,24.22,26.07,1
S02,95,data/thermal/S02/t095.png,30.22,34.03,97,23.88,26.2,1
S02,96,data/thermal/S02/t096.png,30.21,34.06,104,24.02,26.03,1
S02,97,data/thermal/S02/t097.png,30.25,34.47,109,23.78,26.32,1
S02,98,data/thermal/S02/t098.png,30.25,35.25,112,23.89,25.86,1
S02,99,data/thermal/S02/t099.png,30.24,34.96,112,23.76,26.1,1
S02,100,data/thermal/S02/t100.png,30.28,34.72,135,24.17,26.02,1
S02,101,data/thermal/S02/t101.png,30.27,35.05,131,24.05,25.8,1
S02,102,data/thermal/S02/t102.png,30.3,35.52,142,23.85,25.89,1
S02,103,data/thermal/S02/t103.png,30.32,35.59,156,23.87,26.15,1
S02,104,data/thermal/S02/t104.png,30.35,35.26,158,23.94,25.88,1
S02,105,data/thermal/S02/t105.png,30.35,35.59,166,24.04,26.27,1
S02,106,data/thermal/S02/t106.png,30.4,36.0,185,23.83,26.01,1
S02,107,data/thermal/S02/t107.png,30.41,36.14,204,23.74,25.96,1
S02,108,MISSING,30.48,36.32,221,23.8,26.0,1
S02,109,data/thermal/S02/t109.png,30.55,36.94,249,24.08,26.06,1
S02,110,data/thermal/S02/t110.png,30.87,38.44,391,24.13,25.99,1
S02,111,data/thermal/S02/t111.png,32.71,39.43,1217,23.94,25.97,1
S02,112,data/thermal/S02/t112.png,33.01,40.1,1288,24.11,26.2,1
S02,113,data/thermal/S02/t113.png,33.4,41.49,1390,23.71,26.05,1
S02,114,data/thermal/S02/t114.png,33.86,43.37,1519,23.97,26.2,1
S02,115,data/thermal/S02/t115.png,34.35,44.89,1603,23.99,26.03,1
S02,116,data/thermal/S02/t116.png,34.92,46.78,1731,23.97,26.27,1
S02,117,data/thermal/S02/t117.png,35.49,48.61,1817,23.91,25.96,1
S02,118,data/thermal/S02/t118.png,36.13,51.41,1908,24.13,25.93,1
S02,119,data/thermal/S02/t119.png,36.77,52.6,1975,23.97,25.74,1
S02,120,data/thermal/S02/t120.png,37.46,55.17,2025,24.19,25.55,1
S03,0,data/thermal/S03/t000.png,31.0,32.3,0,,,0
S03,1,data/thermal/S03/t001.png,31.0,32.54,0,,,0
S03,2,data/thermal/S03/t002.png,31.01,32.38,0,,,0
S03,3,data/thermal/S03/t003.png,31.02,32.34,0,,,0
S03,4,data/thermal/S03/t004.png,31.01,32.36,0,,,0
S03,5,data/thermal/S03/t005.png,31.02,32.32,0,,,0
S03,6,data/thermal/S03/t006.png,31.01,32.33,0,,,0
S03,7,data/thermal/S03/t007.png,31.01,32.61,0,,,0
S03,8,data/thermal/S03/t008.png,31.01,32.48,0,,,0
S03,9,data/thermal/S03/t009.png,31.0,32.58,0,,,0
S03,10,data/thermal/S03/t010.png,30.99,32.46,0,,,0
S03,11,MISSING,31.01,32.33,0,,,0
S03,12,data/thermal/S03/t012.png,30.98,32.31,0,,,0
S03,13,data/thermal/S03/t013.png,31.02,32.6,0,,,0
S03,14,data/thermal/S03/t014.png,31.01,32.28,0,,,0
S03,15,data/thermal/S03/t015.png,31.0,32.39,0,,,0
S03,16,data/thermal/S03/t016.png,31.02,32.61,0,,,0
S03,17,data/thermal/S03/t017.png,31.02,32.4,0,,,0
S03,18,data/thermal/S03/t018.png,31.01,32.16,0,,,0
S03,19,data/thermal/S03/t019.png,31.03,32.29,0,,,0
S03,20,data/thermal/S03/t020.png,31.02,32.31,0,,,0
S03,21,data/thermal/S03/t021.png,31.03,32.45,0,,,0
S03,22,data/thermal/S03/t022.png,31.03,32.38,0,,,0
S03,23,data/thermal/S03/t023.png,31.02,32.64,0,,,0
S03,24,data/thermal/S03/t024.png,31.04,32.65,0,,,0
S03,25,data/thermal/S03/t025.png,31.04,32.31,0,,,0
S03,26,data/thermal/S03/t026.png,31.03,32.5,0,,,0
S03,27,data/thermal/S03/t027.png,31.04,32.74,0,,,0
S03,28,data/thermal/S03/t028.png,31.05,32.58,0,,,0
S03,29,data/thermal/S03/t029.png,31.03,32.66,0,,,0
S03,30,data/thermal/S03/t030.png,31.05,32.74,0,,,0
S03,31,data/thermal/S03/t031.png,31.04,32.81,0,,,0
S03,32,data/thermal/S03/t032.png,31.05,32.96,0,,,0
S03,33,data/thermal/S03/t033.png,31.08,32.81,0,,,0
S03,34,data/thermal/S03/t034.png,31.08,33.01,1,22.0,24.0,1
S03,35,data/thermal/S03/t035.png,31.07,32.89,0,,,0
S03,36,data/thermal/S03/t036.png,31.07,32.9,0,,,0
S03,37,data/thermal/S03/t037.png,31.08,32.9,0,,,0
S03,38,data/thermal/S03/t038.png,31.1,33.55,4,27.0,23.5,1
S03,39,data/thermal/S03/t039.png,31.11,33.48,10,25.4,23.6,1
S03,40,data/thermal/S03/t040.png,31.11,33.54,11,26.18,22.45,1
S03,41,data/thermal/S03/t041.png,31.14,33.69,17,25.76,24.65,1
S03,42,data/thermal/S03/t042.png,31.15,34.11,32,26.19,24.16,1
S03,43,data/thermal/S03/t043.png,31.18,34.34,46,26.39,23.57,1
S03,44,data/thermal/S03/t044.png,31.22,34.19,65,25.8,23.98,1
S03,45,data/thermal/S03/t045.png,31.29,35.0,114,25.89,24.11,1
S03,46,data/thermal/S03/t046.png,32.19,35.93,572,26.13,24.04,1
S03,47,data/thermal/S03/t047.png,32.6,36.96,792,25.94,24.08,1
S03,48,data/thermal/S03/t048.png,32.97,37.98,961,26.07,24.12,1
S03,49,data/thermal/S03/t049.png,33.4,39.32,1114,26.05,23.93,1
S03,50,data/thermal/S03/t050.png,33.86,40.95,1251,26.12,24.04,1
S03,51,data/thermal/S03/t051.png,34.39,43.14,1400,26.22,24.06,1
S03,52,data/thermal/S03/t052.png,34.94,44.31,1520,26.22,23.88,1
S03,53,data/thermal/S03/t053.png,35.57,46.87,1659,26.0,24.05,1
S03,54,data/thermal/S03/t054.png,36.22,48.89,1765,26.1,23.97,1
S03,55,data/thermal/S03/t055.png,36.91,51.11,1876,25.97,24.08,1
S03,56,data/thermal/S03/t056.png,37.62,53.17,1949,25.76,24.11,1
S03,57,data/thermal/S03/t057.png,38.33,55.68,2023,25.53,24.29,1
S03,58,data/thermal/S03/t058.png,39.11,58.43,2073,25.47,24.11,1
S03,59,data/thermal/S03/t059.png,39.87,61.26,2118,25.41,24.34,1
S03,60,data/thermal/S03/t060.png,40.66,62.99,2157,25.27,24.18,1
S03,61,data/thermal/S03/t061.png,41.47,65.45,2191,25.22,24.25,1
S03,62,data/thermal/S03/t062.png,42.24,68.06,2232,25.35,24.27,1
S03,63,data/thermal/S03/t063.png,43.04,71.09,2233,25.23,24.28,1
S03,64,data/thermal/S03/t064.png,43.85,73.82,2274,25.19,24.3,1
S03,65,data/thermal/S03/t065.png,44.64,76.39,2281,25.16,24.25,1
S03,66,data/thermal/S03/t066.png,45.43,78.73,2296,25.03,24.21,1
S03,67,data/thermal/S03/t067.png,46.27,82.0,2323,25.08,24.3,1
S03,68,data/thermal/S03/t068.png,47.06,84.27,2331,25.08,24.26,1
S03,69,data/thermal/S03/t069.png,47.86,86.45,2345,25.03,24.45,1
S03,70,data/thermal/S03/t070.png,48.64,89.44,2358,25.03,24.36,1
S03,71,data/thermal/S03/t071.png,49.45,92.02,2365,24.91,24.31,1
S03,72,data/thermal/S03/t072.png,50.19,94.67,2362,25.05,24.33,1
S03,73,data/thermal/S03/t073.png,50.98,96.81,2387,24.94,24.4,1
S03,74,data/thermal/S03/t074.png,51.75,99.35,2403,24.94,24.38,1
S03,75,data/thermal/S03/t075.png,52.47,101.54,2395,24.95,24.38,1
S03,76,data/thermal/S03/t076.png,53.21,104.11,2399,24.87,24.35,1
S03,77,data/thermal/S03/t077.png,53.93,106.2,2413,24.98,24.35,1
S03,78,data/thermal/S03/t078.png,54.65,108.97,2411,24.89,24.4,1
S03,79,data/thermal/S03/t079.png,55.34,110.71,2417,24.82,24.27,1
S03,80,data/thermal/S03/t080.png,56.02,113.06,2434,24.88,24.32,1
S03,81,data/thermal/S03/t081.png,56.66,115.44,2430,24.84,24.39,1
S03,82,data/thermal/S03/t082.png,57.34,117.6,2430,24.83,24.34,1
S03,83,data/thermal/S03/t083.png,57.96,119.74,2439,24.82,24.32,1
S03,84,data/thermal/S03/t084.png,58.61,121.74,2441,24.79,24.37,1
S03,85,data/thermal/S03/t085.png,59.21,124.0,2447,24.77,24.38,1
S03,86,data/thermal/S03/t086.png,59.82,126.19,2447,24.84,24.43,1
S03,87,data/thermal/S03/t087.png,60.41,127.61,2459,24.81,24.4,1
S03,88,data/thermal/S03/t088.png,60.97,129.56,2451,24.79,24.34,1
S03,89,data/thermal/S03/t089.png,61.53,131.29,2450,24.83,24.43,1
S03,90,data/thermal/S03/t090.png,62.1,133.9,2460,24.76,24.43,1
S03,91,data/thermal/S03/t091.png,62.63,134.86,2459,24.75,24.4,1
S03,92,data/thermal/S03/t092.png,63.15,137.08,2461,24.75,24.45,1
S03,93,data/thermal/S03/t093.png,63.64,139.12,2460,24.81,24.43,1
S03,94,data/thermal/S03/t094.png,64.15,139.88,2461,24.79,24.45,1
S03,95,data/thermal/S03/t095.png,64.66,141.58,2469,24.73,24.45,1
S03,96,data/thermal/S03/t096.png,65.12,143.16,2468,24.74,24.35,1
S03,97,data/thermal/S03/t097.png,65.57,144.6,2462,24.79,24.41,1
S03,98,data/thermal/S03/t098.png,66.03,145.95,2470,24.74,24.45,1
S03,99,data/thermal/S03/t099.png,66.47,147.92,2474,24.74,24.39,1
S03,100,data/thermal/S03/t100.png,66.87,148.92,2470,24.74,24.41,1
S03,101,data/thermal/S03/t101.png,67.29,150.46,2468,24.7,24.44,1
S03,102,data/thermal/S03/t102.png,67.68,151.33,2471,24.71,24.43,1
S03,103,data/thermal/S03/t103.png,68.09,152.8,2474,24.72,24.45,1
S03,104,data/thermal/S03/t104.png,68.45,153.85,2475,24.7,24.46,1
S03,105,data/thermal/S03/t105.png,68.82,154.95,2478,24.71,24.46,1
S03,106,data/thermal/S03/t106.png,69.16,156.67,2474,24.71,24.42,1
S03,107,data/thermal/S03/t107.png,69.5,157.34,2470,24.74,24.43,1
S03,108,data/thermal/S03/t108.png,69.86,158.71,2479,24.68,24.44,1
S03,109,data/thermal/S03/t109.png,70.17,159.62,2481,24.64,24.45,1
S03,110,data/thermal/S03/t110.png,70.49,160.75,2472,24.72,24.44,1
S03,111,data/thermal/S03/t111.png,70.8,161.68,2483,24.64,24.42,1
S03,112,data/thermal/S03/t112.png,71.1,162.41,2480,24.67,24.44,1
S03,113,data/thermal/S03/t113.png,71.39,163.45,2480,24.67,24.48,1
S03,114,data/thermal/S03/t114.png,71.64,164.68,2480,24.69,24.46,1
S03,115,data/thermal/S03/t115.png,71.93,165.65,2481,24.68,24.51,1
S03,116,data/thermal/S03/t116.png,72.18,166.23,2481,24.64,24.45,1
S03,117,MISSING,72.42,167.47,2477,24.72,24.47,1
S03,118,data/thermal/S03/t118.png,72.68,168.21,2483,24.66,24.49,1
S03,119,data/thermal/S03/t119.png,72.91,168.54,2482,24.67,24.46,1
S03,120,data/thermal/S03/t120.png,73.14,169.6,2482,24.67,24.43,1
S04,0,data/thermal/S04/t000.png,32.0,33.29,0,,,0
S04,1,data/thermal/S04/t001.png,32.02,33.6,0,,,0
S04,2,data/thermal/S04/t002.png,31.99,33.18,0,,,0
S04,3,data/thermal/S04/t003.png,32.01,33.34,0,,,0
S04,4,data/thermal/S04/t004.png,31.99,33.36,0,,,0
S04,5,data/thermal/S04/t005.png,32.02,33.3,0,,,0
S04,6,data/thermal/S04/t006.png,31.98,33.37,0,,,0
S04,7,data/thermal/S04/t007.png,32.01,33.43,0,,,0
S04,8,data/thermal/S04/t008.png,31.99,33.39,0,,,0
S04,9,data/thermal/S04/t009.png,31.98,33.37,0,,,0
S04,10,data/thermal/S04/t010.png,32.0,33.49,0,,,0
S04,11,data/thermal/S04/t011.png,32.0,33.36,0,,,0
S04,12,data/thermal/S04/t012.png,32.01,33.9,0,,,0
S04,13,data/thermal/S04/t013.png,32.0,33.54,0,,,0
S04,14,data/thermal/S04/t014.png,32.03,33.72,0,,,0
S04,15,data/thermal/S04/t015.png,32.01,33.26,0,,,0
S04,16,data/thermal/S04/t016.png,32.04,33.42,0,,,0
S04,17,data/thermal/S04/t017.png,32.0,33.32,0,,,0
S04,18,data/thermal/S04/t018.png,32.02,33.44,0,,,0
S04,19,data/thermal/S04/t019.png,32.02,33.41,0,,,0
S04,20,data/thermal/S04/t020.png,32.05,33.73,0,,,0
S04,21,data/thermal/S04/t021.png,32.06,33.51,0,,,0
S04,22,data/thermal/S04/t022.png,32.06,33.6,0,,,0
S04,23,data/thermal/S04/t023.png,32.07,33.82,0,,,0
S04,24,data/thermal/S04/t024.png,32.1,33.92,0,,,0
S04,25,data/thermal/S04/t025.png,32.18,34.52,11,25.91,23.18,1
S04,26,data/thermal/S04/t026.png,32.8,35.64,223,24.58,25.51,1
S04,27,data/thermal/S04/t027.png,33.1,36.09,490,25.09,25.15,1
S04,28,data/thermal/S04/t028.png,33.43,37.24,709,24.79,25.26,1
S04,29,data/thermal/S04/t029.png,33.88,38.93,938,25.09,25.04,1
